write_request_timeout_in_ms,read_request_timeout_in_ms,commitlog_total_space_in_mb,key_cache_size_in_mb,commitlog_segment_size_in_mb,dynamic_snitch_badness_threshold,index_summary_capacity_in_mb,key_cache_save_period,file_cache_size_in_mb,thrift_framed_transport_size_in_mb,memtable_heap_space_in_mb,concurrent_writes,index_summary_resize_interval_in_minutes,commitlog_sync_period_in_ms,range_request_timeout_in_ms,rpc_min_threads,batch_size_warn_threshold_in_kb,concurrent_reads,column_index_size_in_kb,dynamic_snitch_update_interval_in_ms,memtable_flush_writers,request_timeout_in_ms,cas_contention_timeout_in_ms,permissions_validity_in_ms,rpc_max_threads,truncate_request_timeout_in_ms,stream_throughput_outbound_megabits_per_sec,memtable_offheap_space_in_mb,Throughput
249295,26244,4363,2838,1492,0.322407782,2905,5652,4342,19,3386,1950,18,74347,58825,895,27607,336,18559,1832,7,19969,21695,13879,3341,119603,4830,7580,1084.83402
204847,214545,1921,7973,46,0.35734123,14133,10499,1998,14,9812,2294,38,167400,217564,26,71865,1418,27871,10960,17,4585,21632,16590,3251,158191,5066,2047,1084.95172
130090,6236,7793,4783,100,0.045288622,8671,3483,3983,21,12966,1642,47,195376,193759,754,53605,720,15172,8804,24,23084,22101,16168,2041,232428,4383,13474,1084.95172
194886,162122,13464,864,1464,0.711850226,1269,5266,8342,9,9410,3224,6,120701,67652,666,32282,109,39489,20243,17,12448,22110,7342,3153,34846,7969,2936,1085.069444
177234,8462,1776,9683,1787,0.6848405,8967,2134,3682,20,7814,3605,50,118316,48177,409,37608,1460,39674,23493,20,10986,19104,16377,3147,73986,4186,6982,1085.187195
86615,98157,11009,2577,1122,0.304885566,3988,5963,7042,12,461,393,38,231763,9974,20,39391,267,48593,16764,14,6579,1601,10048,2477,65710,2434,3166,1085.187195
242205,118493,2296,5420,73,0.963010669,368,5988,6923,28,13651,3704,42,194228,82552,286,44778,1021,12450,20161,4,4287,21183,11153,2119,210352,5226,1404,1085.187195
22675,103394,9048,12691,1469,0.813200355,452,5094,7227,17,6146,131,42,104839,74414,498,72056,761,51642,11737,13,2904,19707,20045,1372,222337,2099,12856,1085.187195
42725,133938,7207,11353,1695,0.25289166,1635,8502,6140,14,14476,2887,16,143235,105898,535,37009,951,8534,2205,21,9251,10727,7692,3608,135987,2174,6152,1085.304971
171496,227223,299,12151,888,0.173211515,1726,6580,8009,27,14240,3696,38,47722,119346,39,57380,1135,34741,24337,18,14902,23867,18283,3326,187027,5062,13330,1085.658452
152703,102486,14562,2673,878,0.517122686,11727,6748,2058,17,3445,392,8,41468,33332,201,2609,1387,4713,10318,11,23759,12634,23501,2826,115865,2037,6483,1085.658452
18964,58647,14146,1093,841,0.457618237,1004,9907,13067,27,5044,3500,50,186200,237739,638,96219,256,10403,9875,23,8626,3430,13499,1234,130546,624,4417,1085.894234
103601,189528,3617,8517,1844,0.779324293,4551,4255,11214,13,10320,779,8,65511,133617,895,7638,1565,30952,13350,27,11630,11066,4592,2172,150976,6172,5663,1085.894234
242875,169686,589,6863,926,0.292202353,7122,11952,5480,22,3616,292,4,152723,47135,342,17991,1097,6442,3108,23,3217,13529,9808,3312,139930,6234,5694,1086.012163
119758,148527,5832,1080,1299,0.103889048,13458,8446,12095,18,10215,2125,20,106545,204753,694,7867,693,34081,576,11,23763,13726,22580,3443,106268,6158,5156,1086.012163
88432,199485,1402,14429,1504,0.958086073,14973,70,6634,3,11330,872,56,124052,229654,388,10553,178,34342,9669,28,10320,17265,15219,2523,202387,751,11110,1086.366105
83223,21877,6109,12557,578,0.614770412,1450,6239,11750,2,11853,1576,36,180694,133495,856,7865,1638,46270,5796,26,11020,9950,7391,3007,37781,7856,8946,1086.366105
159064,116501,14541,811,1128,0.982551992,8489,8789,11359,24,5614,2101,55,206499,175453,729,32838,492,20432,9940,9,4946,22246,6784,3279,19347,6619,781,1086.484137
71854,98043,14273,10271,525,0.107570469,4539,8523,4601,23,3331,1935,35,190890,236024,888,57890,1803,49873,2595,8,6643,22663,13407,1844,221458,1079,9413,1086.602195
3437,243556,5697,12989,147,0.311836421,7103,11043,5118,25,6673,1627,5,94963,137166,549,56520,382,30340,17230,24,340,6755,17891,3702,160081,7158,306,1086.602195
121617,198592,8303,3512,733,0.138820112,9721,1743,13593,28,884,2859,59,200225,195886,932,33956,1018,44038,10584,12,3551,13026,10500,3031,31694,5497,9292,1086.602195
177387,38015,12775,11744,1294,0.95712018,1641,12080,12839,7,6004,3270,59,76520,161813,909,34585,781,25155,4194,7,8524,2989,7762,1877,154634,4788,11222,1086.720278
49262,153822,7738,1655,1553,0.007874846,6082,1017,3923,9,2938,375,29,165920,168003,270,62904,37,42836,16050,10,18111,17756,2577,3506,117626,4152,13998,1086.720278
56918,210103,3702,8499,1733,0.768348336,2004,10830,7690,3,900,51,29,169217,209509,405,33622,1712,39467,9165,17,10491,17614,22441,2228,146226,203,1358,1086.838387
173357,43324,10968,10335,2016,0.940395057,5157,7974,2819,28,4200,1747,42,171945,172827,217,47140,1319,16155,2152,27,14044,17858,21843,2019,6891,802,11433,1086.838387
156138,178754,6517,5241,1905,0.132698774,5789,2560,9933,13,7824,2528,6,118363,153263,144,71542,1351,48283,17566,27,16395,14567,7235,1924,189228,3779,6612,1086.838387
241258,56395,2368,2828,506,0.927928865,14343,8996,9624,9,1851,1914,8,119396,181869,211,83175,1930,48483,19950,17,23808,12933,11211,3472,21548,3320,5802,1087.074682
68806,213543,7849,13148,333,0.430358529,12028,8186,5391,25,9035,2244,44,104835,40659,976,64312,1915,6567,9229,9,13220,9705,15693,1309,27052,3822,14917,1087.192868
160030,149422,9113,4153,1632,0.979073763,9042,12570,949,17,11450,2622,55,153543,46940,879,40831,913,17065,23679,10,7898,2367,5436,1431,87342,3122,997,1087.192868
3616,45628,7885,7276,742,0.643576026,5419,665,915,15,6137,1581,54,142996,65154,284,56131,701,45411,12618,13,15535,14325,9695,3721,157767,1982,5055,1087.192868
153416,24455,13116,4565,381,0.916950762,6337,8893,9093,12,9854,371,33,248855,62733,745,71047,1298,34486,619,20,13042,3064,7494,2376,32859,7570,423,1087.31108
117474,74976,5956,3958,1283,0.13504374,5510,10154,11427,14,743,1280,28,147310,47811,224,24230,1951,47052,10481,15,1494,20766,16824,1477,7294,1429,7741,1087.429317
160853,162747,4667,12049,1122,0.587076008,13044,1243,10815,15,2500,533,19,117133,241615,85,1350,144,19780,23200,14,1330,17055,19368,1062,119879,6263,14549,1087.429317
12900,179395,13099,233,30,0.737979949,8133,10923,2255,14,14387,2871,29,159909,239712,136,95029,1435,39731,5124,11,10706,21760,20974,3303,194167,2989,13104,1087.54758
15239,79090,571,2168,205,0.310459137,14729,2833,11498,19,2450,2295,40,106077,213864,157,16867,689,15203,20300,27,5061,22471,15061,1479,186765,1874,13316,1087.54758
132739,94817,9480,14934,876,0.126003563,1448,347,7430,12,2802,1313,13,97764,196959,707,70467,673,37340,15311,4,7805,19049,17975,2494,36927,640,9402,1087.54758
148571,10451,5045,7342,945,0.489775836,2365,9879,3963,27,4735,479,31,194847,124495,636,11343,248,46612,9332,13,3128,19287,19474,2507,80074,824,5793,1087.665869
134726,111035,5430,633,66,0.284133792,14256,10517,2285,23,3095,1816,28,16407,112898,802,55705,1722,45925,7375,26,23657,15659,4708,1559,200036,353,4450,1087.665869
31050,226607,10626,4612,1011,0.044294536,6333,619,6309,23,5030,1519,38,167308,120581,130,52317,1570,10000,21238,16,22881,15335,21833,3231,43374,1488,4038,1087.784184
130100,183347,3331,13952,1639,0.631832063,6687,4402,11109,8,10384,677,21,142752,65514,495,28522,598,45360,3914,17,17464,3334,11195,3147,183927,4958,13571,1087.784184
61327,85015,13064,11172,624,0.711307287,8568,586,9049,9,7605,3170,16,231892,150024,310,95972,1963,4189,1789,11,9435,24988,4549,3742,3204,1244,7903,1087.784184
146221,167250,13603,1154,391,0.205911577,13776,6606,6620,20,9254,2795,27,113999,239830,150,84751,839,37971,11825,8,11142,22761,15683,3315,128588,4342,3793,1087.902524
186361,197078,9243,9022,1452,0.443950593,11645,1096,4771,12,3592,1283,2,33889,186818,317,70753,1721,39996,5703,13,13480,3554,14456,2089,16309,7155,3638,1087.902524
82060,106668,5439,9747,1546,0.095643222,11382,10049,4986,9,7121,1161,17,180166,106206,142,32798,1967,18097,5909,27,23850,5235,12187,2041,17581,1935,11992,1087.902524
188754,38554,9704,4795,846,0.050803185,8149,2502,2772,28,4966,2326,31,123408,107165,81,25508,808,21333,11645,6,1056,5934,20824,3693,60972,571,12577,1087.902524
58600,61787,2622,4638,82,0.734495163,13206,1717,2710,23,12515,1071,40,209223,202134,967,18669,539,55793,12169,24,18565,9067,20602,2451,6084,2800,11154,1088.02089
237703,154261,214,4984,1764,0.102102876,9691,8684,8834,17,814,1667,20,119367,175734,200,16254,977,53896,15865,19,24244,24199,18190,1063,231046,824,9556,1088.02089
237092,191051,9318,5710,1952,0.95270282,8410,822,14459,23,2207,3794,42,249521,214457,229,5164,779,22348,21692,20,22691,21037,20346,2639,229247,7827,14737,1088.139282
185978,26947,2704,3309,1193,0.118784189,8581,2737,12290,4,5406,3439,20,216930,210510,58,2714,349,44657,22088,13,13674,14920,7059,2322,81659,4218,4282,1088.139282
165983,210642,1402,530,431,0.622823,5034,5443,12949,18,14003,1407,11,53749,105217,566,50483,344,13033,22672,17,11161,18701,19840,1186,186265,2028,2999,1088.139282
68394,48060,14995,8948,881,0.808681309,14121,4945,1169,5,3976,2042,26,61816,145586,693,17592,1280,9958,8448,5,3168,7201,24264,3050,96249,6805,3063,1088.139282
119174,20257,2170,10385,644,0.538171291,3029,14305,8254,7,7269,2238,52,177645,215085,447,55767,1168,56451,6616,3,21956,11123,18012,1425,55648,5722,10535,1088.257699
144044,41185,2578,9850,1042,0.272714436,9391,8988,10327,25,3633,2185,45,39489,214403,188,25481,975,3665,23425,27,14828,9029,21745,1759,116254,7154,6031,1088.257699
243650,23921,11829,9025,438,0.54639411,13421,9674,14116,24,9559,1995,28,59150,91540,971,54329,347,21999,19744,9,3443,10116,12240,3234,233550,6997,701,1088.376143
105004,183861,787,4786,1936,0.659576595,7087,2909,6497,15,3491,2228,54,157320,114698,796,82319,1467,33804,1828,18,1426,14805,12441,2432,135117,1297,9624,1088.376143
56912,218299,9940,2732,420,0.47991842,14425,1386,7772,11,9188,2864,52,114661,62933,254,85942,1489,45146,24848,23,19883,16414,9546,3226,25275,6608,3456,1088.376143
116659,214516,10432,667,1708,0.430186272,14116,2866,6151,9,2067,978,55,199087,65342,992,25305,1001,5518,5866,8,631,4762,21095,2005,93123,3314,8774,1088.376143
234367,34000,4545,13132,830,0.81305778,1888,6784,8248,25,11272,2574,4,56027,168833,656,768,1295,24308,19114,19,21945,23657,7427,2629,196354,5512,11126,1088.376143
56167,51115,14679,14913,1009,0.098418176,499,4352,7093,25,6309,1607,16,132252,220667,733,74262,1929,7225,9394,19,43,13699,17763,3261,208589,2942,10506,1088.494612
142373,64574,11044,8391,844,0.847132206,5962,5367,4346,11,2915,2935,46,174796,43423,517,52142,665,35359,17732,3,4020,23426,14203,1224,210796,5644,714,1088.494612
140793,249899,14589,7629,1462,0.531474888,13998,5902,11511,10,7730,834,26,42330,48633,57,23176,629,19034,9687,4,19416,9528,13243,1856,108156,503,13296,1088.850174
200177,246627,12690,5206,1523,0.290519476,9196,11102,13823,23,9454,3436,28,109458,233545,410,62047,1495,15046,3257,2,13700,2114,7062,1363,148733,6103,297,1088.850174
227705,246002,14468,6700,1569,0.940310657,12211,3241,7253,25,7064,543,35,158992,127965,889,23782,1937,8360,24696,8,837,2587,5378,3114,153147,5751,13333,1088.968747
53668,113825,14814,10455,1129,0.475823998,6541,1976,11067,16,6549,1998,2,123104,126543,705,2976,1059,31216,16200,24,14458,2667,4296,2567,88249,1137,2431,1089.443294
244471,245079,5240,14936,1904,0.267554998,11864,6053,1771,16,14916,3006,23,223135,170989,419,84356,1427,40868,1067,11,7336,9722,6798,3406,173505,3697,11258,1089.443294
116495,136404,10123,13476,1997,0.548104644,7975,2035,5438,17,12569,2652,48,213981,184665,700,17947,1897,33068,22836,12,8969,24411,10917,1727,39091,3011,6214,1089.443294
84164,173104,5344,503,1465,0.559344053,13019,2610,10940,6,12199,565,22,237674,129885,881,52694,1382,48196,23843,5,12925,20422,8438,1680,73961,675,5888,1089.561996
86137,116146,14099,13005,1532,0.235090375,3827,8058,11096,27,12582,629,47,215373,186808,328,14525,798,33002,10019,23,17625,13250,23934,1380,87942,1656,3126,1089.561996
53962,98561,3239,8439,847,0.278764188,1480,6611,6662,20,7660,3517,60,203570,35065,17,14771,1485,18811,18335,26,6721,4663,3572,1116,5320,885,3229,1089.680724
116469,203313,844,5083,1345,0.263975561,11932,5966,577,16,4800,157,25,228450,208565,55,91619,583,55901,7121,13,7488,19314,21441,2903,127486,2478,913,1089.799477
197304,226926,9955,6563,27,0.278261423,12017,8611,7117,21,13378,107,27,199446,122847,282,87280,1914,23938,22852,2,17893,20378,4250,2966,244180,5926,11311,1089.799477
190369,71166,6685,4513,336,0.842139959,492,1728,12292,2,11920,3302,49,172826,71352,233,76136,1592,55788,14291,2,15932,972,4511,3030,89932,6263,4377,1090.037061
48513,199155,3751,9626,1830,0.531213164,4627,13020,5979,2,10496,2867,47,224144,92180,405,75588,266,38606,22587,22,15835,2384,8896,1757,196305,3116,13548,1090.037061
108567,235281,14653,2366,2002,0.872086048,12642,805,2657,24,2862,3150,12,47733,25917,204,71474,378,41672,10163,24,8142,19165,4778,1810,234956,7548,7554,1090.037061
89794,137821,11403,10856,1310,0.634319603,11935,5186,3846,17,11972,314,2,204361,207069,195,71918,1390,34209,21010,27,2009,16218,13688,3252,238634,1800,2842,1090.155892
32720,25436,9217,3179,518,0.917203128,11593,606,12250,27,8045,699,12,88445,9805,122,70360,1707,27843,10481,14,2422,22973,24214,2427,236034,4969,11962,1090.155892
128670,133307,2022,6604,1136,0.563800931,13085,770,14346,13,5563,2077,23,50912,72166,824,87495,1957,34074,13781,4,2609,7328,21449,1218,74126,7411,4618,1090.274749
140397,163115,4554,10236,1729,0.013214707,9477,10924,4637,10,14996,3516,16,175448,155363,291,87249,1537,24398,405,9,17294,6103,15701,1587,117203,4177,14706,1090.274749
171093,248879,10525,14883,1925,0.504432559,7450,3933,7054,24,13273,418,26,58425,73786,89,58552,632,58541,21396,15,3939,9308,6427,3741,117858,4637,5726,1090.631476
127356,65338,14437,1693,2014,0.176947057,1180,175,10843,20,11639,837,46,218581,192436,771,69718,712,28529,18349,26,3983,4453,15451,3415,9647,4920,8212,1090.631476
164016,202181,2577,11589,1162,0.128580928,4059,1286,3377,17,14794,2820,41,235446,207879,88,83816,1145,21046,7155,10,6523,12698,5019,2702,216979,864,983,1090.750436
204658,184702,2807,3411,1753,0.300318122,1169,3379,8217,6,7285,3315,3,222681,12141,301,63844,1426,48944,24644,27,1515,23024,18484,2919,30264,3934,11144,1090.750436
114226,167104,8606,14854,320,0.189192832,4235,8538,12056,7,6893,2677,57,216838,19735,164,45340,694,9479,14396,24,17704,17543,7178,2070,210209,459,3647,1090.869423
80720,10093,3265,5485,926,0.745999157,2091,8590,6594,22,13561,165,46,33769,96314,143,59763,1599,46907,17074,2,4652,2203,8861,1613,224809,2989,555,1090.869423
184833,207341,507,6045,839,0.567052782,3827,29,14229,8,3050,1740,38,183815,53022,334,81525,1242,2185,9955,13,6101,23613,12579,2913,82401,2798,1914,1090.988436
204612,90452,11452,296,1069,0.393824816,8018,6767,12806,28,9867,3203,37,54719,116524,611,15193,1711,4687,11628,21,6478,12075,15977,1217,153192,1490,9757,1090.988436
65389,50326,3764,13757,1929,0.301614702,13362,12906,6146,4,14531,695,7,214186,57984,603,23158,372,38916,11037,20,317,10680,5224,1852,119885,2276,3713,1091.107474
248996,228318,2930,9232,862,0.865375698,805,8536,3557,3,12015,547,52,185556,228751,552,32882,1750,22627,3516,6,21985,5433,21072,1824,38545,7129,14321,1091.226539
62102,37697,13238,8229,490,0.346150637,8572,14236,11703,13,5262,3053,19,119892,207071,558,5373,1328,18383,17704,10,2699,19837,20845,3718,198055,3600,7887,1091.226539
105997,92919,14077,3620,1348,0.246000051,13281,13951,9427,21,13609,3115,58,39107,149064,861,31011,720,11137,305,19,3518,21480,14457,3315,108751,6629,10073,1091.345629
84327,14417,4263,9112,660,0.28712213,12162,7545,854,22,2360,2351,50,141161,190415,340,32923,1012,40998,15197,28,19419,4305,21144,1941,122157,7539,11742,1091.345629
53887,100858,3000,14881,1957,0.078168273,1043,9141,5570,5,7837,1024,56,152118,85324,856,17332,840,44160,22370,9,24713,6229,14749,3122,210610,772,10425,1091.345629
5702,48002,14952,2197,139,0.91555208,8903,8400,11304,25,1097,1106,41,38240,249439,790,65082,1726,31617,8384,25,7910,2783,5971,2010,189170,1864,12410,1091.464746
122190,130707,2323,10813,637,0.956349313,1190,7959,5715,26,8571,3312,33,41932,124998,365,51633,495,92,14430,22,14555,3588,3888,3351,19366,3759,4981,1091.464746
179897,185251,4603,6362,336,0.640149534,14553,8171,7600,22,2092,2067,24,99204,63244,646,42591,328,10761,3072,13,3708,8152,2873,3095,161976,1596,789,1091.464746
201434,234266,7136,3396,849,0.362659276,4001,7905,2547,3,14033,460,13,67680,70031,519,30634,1000,26038,15664,10,11458,2281,5557,3472,170269,456,7566,1091.583888
184649,49821,9374,7296,1002,0.256999969,12955,7034,8187,15,7458,3712,17,129240,7655,118,52230,1735,5873,13620,12,4327,20500,23708,2631,76794,6685,5601,1091.583888
63996,155560,12888,8925,520,0.642785192,10117,1715,5242,21,6365,1029,31,129134,195584,793,19397,940,12579,10158,13,3274,2692,2858,3609,73375,5497,3648,1091.703057
127560,216327,1022,4039,1982,0.539697409,1729,4276,14552,23,10188,514,6,90928,241662,515,4847,1731,41172,16895,26,10445,7570,3937,1619,16870,2977,14065,1091.703057
114814,102399,7900,14653,774,0.495533288,4462,8416,6013,23,10526,3325,40,163559,151539,136,60444,467,10754,5192,8,3114,22400,15093,1286,127853,6863,6687,1091.703057
12506,83938,11048,8037,671,0.968673587,6842,13537,8340,28,2686,2968,52,208282,223983,671,94670,545,58641,3615,14,14120,6356,9963,3758,120457,6076,5440,1091.822251
25230,200172,6613,3148,941,0.274447083,8676,7512,14671,24,10970,1587,35,229517,212933,824,80018,106,50196,11535,12,15674,24236,12557,2435,93397,6729,687,1091.822251
239153,51356,4994,4519,181,0.536228299,1592,4032,6900,26,7966,2266,32,67321,25807,31,67028,1454,12043,16297,22,21414,4877,3878,1587,100008,6058,2219,1091.822251
74462,196990,4277,7559,1744,0.399499118,3688,10266,11494,23,6647,1198,42,246600,13096,873,46772,125,46238,15751,11,20024,19817,22432,2502,83185,5588,10525,1091.941472
40735,92611,6350,8102,1047,0.358021736,5922,13911,3490,2,7114,3508,40,148698,125817,268,11733,1890,3101,8012,24,5105,3331,4261,3693,126979,3989,10329,1092.060719
77474,227244,9416,7768,1938,0.753426552,12295,13099,13584,4,8642,651,54,185091,31376,609,87554,1447,2829,12017,16,10069,12768,17959,1472,104190,1991,14546,1092.179991
111548,83152,6111,14224,1667,0.754041672,7175,13175,10898,10,12854,1202,17,79699,45309,421,57281,980,50656,7115,27,7820,11080,21993,1552,194491,3605,10799,1092.179991
9265,151145,12895,2241,1402,0.062314868,8236,1508,6265,26,3677,3347,7,19046,39635,88,20833,822,12602,14576,9,24114,16551,22258,2957,6921,5725,618,1092.29929
183713,212639,10623,6334,701,0.802148759,13310,2479,12107,13,11217,1814,30,111160,42342,152,10747,620,53377,20526,23,3033,23429,2103,1385,201666,690,8188,1092.29929
166391,161463,2642,4544,1690,0.152511477,9700,499,5756,2,918,2412,34,190103,151910,799,63219,968,20261,8257,4,18123,7902,20606,3656,25624,943,2313,1092.418615
69257,8272,1195,11509,910,0.478728414,1274,8188,13203,12,14578,1197,46,230953,198255,628,6171,1615,4434,20696,21,19391,16985,18559,3116,100601,1324,1932,1092.418615
235972,118545,13676,12025,291,0.491816461,12979,13769,13719,19,14839,3449,19,87636,18108,530,86846,507,29297,19584,17,12309,11530,14957,3455,50431,3616,8535,1092.418615
125955,240035,4331,4670,1019,0.904060543,10109,10356,1817,26,362,3447,47,19194,49218,740,23482,1380,24754,12086,19,5551,12514,12166,1380,12859,723,10390,1092.776746
17101,30931,2968,14505,1423,0.913385153,4239,12642,13697,20,13400,2303,28,231559,119779,639,29500,888,4792,17252,15,18480,19323,23652,3512,131622,7120,14396,1092.776746
138301,89119,12807,8021,167,0.444067299,14079,12183,14299,23,2225,535,20,238110,249634,431,89245,1478,13735,14338,6,10613,20976,2158,3322,166800,6098,13758,1092.896175
141325,141129,8929,9524,519,0.870417774,10422,2175,5445,2,11258,720,55,188236,75401,590,23077,415,23933,18747,12,16941,8241,11531,1196,215270,1235,12855,1092.896175
63235,219740,12014,1836,1547,0.292087018,7114,12165,3184,12,9659,855,10,178160,249823,320,99635,751,16297,18479,10,4788,16861,11826,1887,187022,7625,5870,1092.896175
228287,63865,10770,11158,2012,0.725103199,11135,3091,13437,5,4581,3057,52,85067,213145,242,47626,674,17677,15255,4,3109,11222,19993,3765,165579,6600,10334,1093.01563
46319,157214,10244,3211,197,0.291793108,13196,3836,13369,15,5763,1647,59,206103,179542,103,17618,1457,26695,24918,4,12315,7882,18342,2194,206066,2200,816,1093.01563
67271,114507,9355,3936,1666,0.741994858,5023,2850,13892,26,2673,3150,21,179069,42015,748,58872,1935,56249,23421,9,11708,20873,21844,1659,184545,2478,6064,1093.01563
